"No.","Ticker","Company","Sector","Industry","Country","Market Cap","P/E","Price","Change","Volume"
4408,"TCN","Tricon Residential Inc.","Real Estate","Real Estate Services","Canada",5626.83,5.58,16.33,0.18%,981234
4409,"TCOM","Trip.com Group Limited","Consumer Cyclical","Travel Services","China",14108.93,23.70,22.44,-8.41%,8795300
4410,"TCPC","BlackRock TCP Capital Corp.","Financial","Asset Management","USA",830.75,6.08,14.09,1.00%,179721
4411,"TCS","The Container Store Group, Inc.","Consumer Cyclical","Specialty Retail","USA",407.82,4.40,8.09,-0.86%,387472
4412,"TCVA","TCV Acquisition Corp.","Financial","Shell Companies","USA",399.90,,9.73,0.10%,15403
4413,"TD","The Toronto-Dominion Bank","Financial","Banks - Diversified","Canada",148056.88,12.94,81.71,1.39%,1497813
4414,"TDC","Teradata Corporation","Technology","Information Technology Services","USA",5256.07,38.62,50.36,-0.20%,639849
4415,"TDCX","TDCX Inc.","Industrials","Specialty Business Services","Singapore",1864.82,21.91,12.25,-5.62%,154209
4416,"TDF","Templeton Dragon Fund, Inc.","Financial","Closed-End Fund - Foreign","USA",448.92,1.68,13.28,-3.21%,132003
4417,"TDG","TransDigm Group Incorporated","Industrials","Aerospace & Defense","USA",37559.47,52.98,675.53,-0.03%,192742
4418,"TDIV","First Trust NASDAQ Technology Dividend Index Fund","Financial","Exchange Traded Fund","USA",,,59.49,0.07%,51079
4419,"TDOC","Teladoc Health, Inc.","Healthcare","Health Information Services","USA",9917.11,,66.71,-3.86%,2504539
4420,"TDS","Telephone and Data Systems, Inc.","Communication Services","Telecom Services","USA",2205.28,18.59,18.91,2.66%,783838
4421,"TDSB","Exchange Listed Funds Trust - Cabana Target Drawdown 7 ETF","Financial","Exchange Traded Fund","USA",,,24.18,-0.21%,17708
4422,"TDSC","Exchange Listed Funds Trust - Cabana Target Drawdown 10 ETF","Financial","Exchange Traded Fund","USA",,,25.71,-0.16%,82222
4423,"TDSD","Exchange Listed Funds Trust - Cabana Target Drawdown 13 ETF","Financial","Exchange Traded Fund","USA",,,25.64,-0.04%,59069
4424,"TDTF","FlexShares iBoxx 5-Year Target Duration TIPS Index Fund","Financial","Exchange Traded Fund","USA",,,27.27,-0.69%,110466
4425,"TDTT","FlexShares iBoxx 3-Year Target Duration TIPS Index Fund","Financial","Exchange Traded Fund","USA",,,26.15,-0.38%,1216274
4426,"TDUP","ThredUp Inc.","Consumer Cyclical","Internet Retail","USA",701.96,,7.51,-5.18%,373484
4427,"TDW","Tidewater Inc.","Energy","Oil & Gas Equipment & Services","USA",974.67,,22.81,4.11%,284936
4428,"TDY","Teledyne Technologies Incorporated","Technology","Scientific & Technical Instruments","USA",22027.50,47.62,471.58,0.78%,309152
4429,"TEAM","Atlassian Corporation Plc","Technology","Software - Application","Australia",68474.71,,284.21,-3.37%,1531674
4430,"TECH","Bio-Techne Corporation","Healthcare","Biotechnology","USA",16577.58,84.97,435.45,0.09%,106258
4431,"TECK","Teck Resources Limited","Basic Materials","Other Industrial Metals & Mining","Canada",21661.85,9.62,40.38,-0.64%,3190868
4432,"TECL","Direxion Daily Technology Bull 3X Shares","Financial","Exchange Traded Fund","USA",,,60.58,-0.26%,2278410
4433,"TECS","Direxion Daily Technology Bear 3X Shares","Financial","Exchange Traded Fund","USA",,,32.15,0.34%,1945397
4434,"TEI","Templeton Emerging Markets Income Fund","Financial","Closed-End Fund - Debt","USA",305.79,,6.36,-0.16%,112513
4435,"TEKK","Tekkorp Digital Acquisition Corp.","Financial","Shell Companies","USA",308.12,9.78,9.86,0.25%,10
4436,"TEL","TE Connectivity Ltd.","Technology","Electronic Components","Switzerland",42673.85,17.97,132.24,0.31%,1766095
4437,"TELL","Tellurian Inc.","Energy","Oil & Gas E&P","USA",3120.49,,5.84,20.41%,67625427
4438,"TEN","Tenneco Inc.","Consumer Cyclical","Auto Parts","USA",1482.25,42.67,17.88,-1.65%,1185577
4439,"TENB","Tenable Holdings, Inc.","Technology","Software - Infrastructure","USA",6102.04,,57.35,-2.25%,837320
4440,"TEO","Telecom Argentina S.A.","Communication Services","Telecom Services","Argentina",1262.04,33.14,5.70,-0.18%,228082
4441,"TER","Teradyne, Inc.","Technology","Semiconductor Equipment & Materials","USA",19760.81,22.46,124.04,1.10%,1260366
4442,"TEVA","Teva Pharmaceutical Industries Limited","Healthcare","Drug Manufacturers - Specialty & Generic","Israel",9318.56,22.99,8.62,5.51%,12406853
4443,"TEX","Terex Corporation","Industrials","Farm & Heavy Construction Machinery","USA",2664.02,12.32,37.75,-0.05%,501693
4444,"TFC","Truist Financial Corporation","Financial","Banks - Regional","USA",80267.89,13.44,60.11,2.25%,7369183
4445,"TFFP","TFF Pharmaceuticals, Inc.","Healthcare","Biotechnology","USA",162.65,,6.48,-0.15%,219350
4446,"TFI","SPDR Nuveen Bloomberg Barclays Municipal Bond ETF","Financial","Exchange Traded Fund","USA",,,47.93,-0.29%,2932707
4447,"TFII","TFI International Inc.","Industrials","Trucking","Canada",11905.89,11.98,105.53,-4.39%,197823
4448,"TFLO","iShares Treasury Floating Rate Bond ETF","Financial","Exchange Traded Fund","USA",,,50.33,-0.01%,292784
4449,"TFSL","TFS Financial Corporation","Financial","Banks - Regional","USA",4737.60,65.33,16.92,3.11%,245039
4450,"TFX","Teleflex Incorporated","Healthcare","Medical Instruments & Supplies","USA",15775.31,33.18,339.40,1.48%,224693
4451,"TG","Tredegar Corporation","Basic Materials","Specialty Chemicals","USA",414.19,7.34,12.62,0.64%,104971
4452,"TGH","Textainer Group Holdings Limited","Industrials","Rental & Leasing Services","Bermuda",1908.94,7.31,39.58,-1.52%,209287
4453,"TGI","Triumph Group, Inc.","Industrials","Aerospace & Defense","USA",1709.42,,26.92,-1.43%,723653
4454,"TGLS","Tecnoglass Inc.","Industrials","Building Products & Equipment","Colombia",1227.41,18.33,26.21,-1.28%,258492
4455,"TGNA","TEGNA Inc.","Communication Services","Broadcasting","USA",4977.98,10.43,22.38,0.40%,1491722
4456,"TGS","Transportadora de Gas del Sur S.A.","Energy","Oil & Gas Midstream","Argentina",906.23,5.45,6.66,5.55%,220145
4457,"TGT","Target Corporation","Consumer Defensive","Discount Stores","USA",98665.25,15.54,218.61,0.72%,2465236
4458,"TGTX","TG Therapeutics, Inc.","Healthcare","Biotechnology","USA",1358.01,,9.97,-3.48%,1517799
4459,"TH","Target Hospitality Corp.","Energy","Oil & Gas Equipment & Services","USA",629.27,,5.73,0.17%,189653
4460,"THC","Tenet Healthcare Corporation","Healthcare","Medical Care Facilities","USA",9733.76,10.62,89.44,0.74%,673057
4461,"THCA","Tuscan Holdings Corp. II","Financial","Shell Companies","USA",143.31,212.50,10.20,-0.10%,2791
4462,"THCX","The Cannabis ETF","Financial","Exchange Traded Fund","USA",,,8.24,9.87%,325815
4463,"THD","iShares MSCI Thailand ETF","Financial","Exchange Traded Fund","USA",,,76.94,-0.56%,109332
4464,"THFF","First Financial Corporation","Financial","Banks - Regional","USA",560.98,11.22,44.95,1.31%,36014
4465,"THG","The Hanover Insurance Group, Inc.","Financial","Insurance - Property & Casualty","USA",5358.70,12.95,149.81,1.07%,87009
4466,"THO","Thor Industries, Inc.","Consumer Cyclical","Recreational Vehicles","USA",4313.35,4.92,81.43,-2.56%,803679
4467,"THQ","Tekla Healthcare Opportunities Fund","Financial","Closed-End Fund - Equity","USA",907.92,,21.96,0.83%,69165
4468,"THR","Thermon Group Holdings, Inc.","Industrials","Specialty Industrial Machinery","USA",565.38,53.96,17.05,-0.81%,79021
4469,"THRM","Gentherm Incorporated","Consumer Cyclical","Auto Parts","USA",2237.95,24.75,69.03,-0.73%,229688
4470,"THRN","Thorne HealthTech, Inc.","Consumer Defensive","Packaged Foods","USA",325.18,,6.28,4.49%,113489
4471,"THRX","Theseus Pharmaceuticals, Inc.","Healthcare","Biotechnology","USA",403.83,,13.47,-5.94%,24192
4472,"THRY","Thryv Holdings, Inc.","Communication Services","Internet Content & Information","USA",990.83,10.23,28.82,-6.25%,194657
4473,"THS","TreeHouse Foods, Inc.","Consumer Defensive","Packaged Foods","USA",1733.51,,31.24,0.87%,349404
4474,"THW","Tekla World Healthcare Fund","Financial","Closed-End Fund - Equity","USA",556.22,,14.93,1.84%,115209
4475,"TIGO","Millicom International Cellular S.A.","Communication Services","Telecom Services","Luxembourg",2481.35,4.14,24.37,1.37%,104736
4476,"TIGR","UP Fintech Holding Limited","Financial","Capital Markets","China",639.52,31.92,5.65,-5.52%,6482203
4477,"TIL","Instil Bio, Inc.","Healthcare","Biotechnology","USA",1357.97,,11.10,-2.80%,289547
4478,"TILE","Interface, Inc.","Consumer Cyclical","Furnishings, Fixtures & Appliances","USA",791.35,14.21,13.30,-0.23%,125425
4479,"TIMB","TIM S.A.","Communication Services","Telecom Services","Brazil",7096.31,12.09,14.65,2.95%,360375
4480,"TINV","Tiga Acquisition Corp.","Financial","Shell Companies","Singapore",355.07,,10.28,0.59%,347233
4481,"TIOAU","Tio Tech A","Financial","Shell Companies","Germany",,,9.99,1.42%,133
4482,"TIP","iShares TIPS Bond ETF","Financial","Exchange Traded Fund","USA",,,124.95,-0.68%,2761659
4483,"TIPT","Tiptree Inc.","Financial","Insurance - Specialty","USA",450.41,12.11,13.12,-1.35%,45726
4484,"TIPX","SPDR Bloomberg Barclays 1-10 Year TIPS ETF","Financial","Exchange Traded Fund","USA",,,20.82,-0.48%,595495
4485,"TIPZ","PIMCO Broad U.S. TIPS Index ETF","Financial","Exchange Traded Fund","USA",,,63.60,-0.73%,39305
4486,"TITN","Titan Machinery Inc.","Industrials","Industrial Distribution","USA",597.23,14.01,27.56,-6.92%,474876
4487,"TIXT","TELUS International (Cda) Inc.","Technology","Software - Infrastructure","Canada",8202.40,68.87,25.07,-0.75%,47260
4488,"TJX","The TJX Companies, Inc.","Consumer Cyclical","Apparel Retail","USA",72889.13,22.67,61.29,2.03%,10110283
4489,"TKR","The Timken Company","Industrials","Tools & Accessories","USA",4709.88,12.88,61.68,-0.64%,392751
4490,"TLH","iShares 10-20 Year Treasury Bond ETF","Financial","Exchange Traded Fund","USA",,,131.90,-1.40%,110613
4491,"TLK","Perusahaan Perseroan (Persero) PT Telekomunikasi Indonesia Tbk","Communication Services","Telecom Services","Indonesia",30984.26,19.48,31.96,-0.34%,176458
4492,"TLRY","Tilray Brands, Inc.","Healthcare","Drug Manufacturers - Specialty & Generic","USA",4040.32,,8.56,22.81%,300776291
4493,"TLS","Telos Corporation","Technology","Information Technology Services","USA",618.61,,9.69,-3.10%,698364
4494,"TLT","iShares 20+ Year Treasury Bond ETF","Financial","Exchange Traded Fund","USA",,,128.66,-1.39%,25684092
4495,"TLYS","Tilly's, Inc.","Consumer Cyclical","Apparel Retail","USA",279.77,4.49,9.27,-1.38%,397622
4496,"TM","Toyota Motor Corporation","Consumer Cyclical","Auto Manufacturers","Japan",290762.38,9.56,178.43,-1.02%,231885
4497,"TMCI","Treace Medical Concepts, Inc.","Healthcare","Medical Devices","USA",1008.37,,18.99,0.85%,116202
4498,"TMDX","TransMedics Group, Inc.","Healthcare","Medical Devices","USA",616.65,,24.23,-2.02%,232407
4499,"TMF","Direxion Daily 20+ Year Treasury Bull 3X Shares","Financial","Exchange Traded Fund","USA",,,18.08,-3.88%,3207635
4500,"TMFC","Motley Fool 100 Index ETF","Financial","Exchange Traded Fund","USA",,,40.63,0.35%,31044
4501,"TMHC","Taylor Morrison Home Corporation","Consumer Cyclical","Residential Construction","USA",3399.65,5.49,28.66,-0.80%,915275
4502,"TMO","Thermo Fisher Scientific Inc.","Healthcare","Diagnostics & Research","USA",218235.93,29.50,574.29,0.10%,1037265
4503,"TMST","TimkenSteel Corporation","Basic Materials","Steel","USA",1138.84,7.49,23.87,-0.08%,403609
4504,"TMUS","T-Mobile US, Inc.","Communication Services","Telecom Services","USA",157435.66,51.53,124.29,-1.11%,5135436
4505,"TMV","Direxion Daily 20+ Year Treasury Bear 3X Shares","Financial","Exchange Traded Fund","USA",,,78.04,4.05%,457485
4506,"TMX","Terminix Global Holdings, Inc.","Consumer Cyclical","Personal Services","USA",5497.74,46.72,46.25,1.83%,1026947
4507,"TNA","Direxion Daily Small Cap Bull 3X Shares","Financial","Exchange Traded Fund","USA",,,64.05,0.44%,5892698
4508,"TNC","Tennant Company","Industrials","Specialty Industrial Machinery","USA",1459.13,23.32,80.26,0.24%,49655
4509,"TNDM","Tandem Diabetes Care, Inc.","Healthcare","Medical Devices","USA",6946.10,471.53,111.28,-1.01%,241661
4510,"TNET","TriNet Group, Inc.","Industrials","Staffing & Employment Services","USA",6090.28,18.88,95.25,-0.05%,926670
4511,"TNGX","Tango Therapeutics, Inc.","Healthcare","Biotechnology","USA",644.71,,7.01,-1.96%,313387
4512,"TNK","Teekay Tankers Ltd.","Energy","Oil & Gas Midstream","Canada",457.71,,13.87,5.00%,227349
4513,"TNL","Travel + Leisure Co.","Consumer Cyclical","Travel Services","USA",4997.70,16.26,58.48,0.83%,942618
4514,"TNP","Tsakos Energy Navigation Limited","Energy","Oil & Gas Midstream","Greece",175.32,,8.85,6.76%,155646
4515,"TNYA","Tenaya Therapeutics, Inc.","Healthcare","Biotechnology","USA",473.63,,11.60,1.58%,86479
4516,"TOI","The Oncology Institute, Inc.","Healthcare","Medical Care Facilities","USA",483.44,,6.59,-6.39%,53758
4517,"TOL","Toll Brothers, Inc.","Consumer Cyclical","Residential Construction","USA",5611.80,6.84,49.11,-0.81%,1936429
4518,"TOST","Toast, Inc.","Technology","Software - Infrastructure","USA",9537.07,,19.44,-2.80%,1894804
4519,"TOTL","SPDR DoubleLine Total Return Tactical ETF","Financial","Exchange Traded Fund","USA",,,44.48,-0.56%,464443
4520,"TOWN","TowneBank","Financial","Banks - Regional","USA",2230.51,10.33,30.66,0.86%,124632
4521,"TPB","Turning Point Brands, Inc.","Consumer Defensive","Tobacco","USA",596.60,13.58,34.15,4.82%,188751
4522,"TPC","Tutor Perini Corporation","Industrials","Engineering & Construction","USA",530.45,5.76,10.31,1.88%,237371
4523,"TPG","TPG Inc.","Financial","Asset Management","USA",9429.76,3.99,29.99,-0.33%,955153
4524,"TPGY","TPG Pace Beneficial Finance Corp.","Financial","Shell Companies","USA",432.73,1.33,9.90,0.10%,39851
4525,"TPH","Tri Pointe Homes, Inc.","Consumer Cyclical","Residential Construction","USA",2226.59,5.01,20.97,0.43%,1235314
4526,"TPIC","TPI Composites, Inc.","Industrials","Specialty Industrial Machinery","USA",529.18,,14.72,-3.03%,613550
4527,"TPR","Tapestry, Inc.","Consumer Cyclical","Luxury Goods","USA",9891.26,13.00,38.45,2.12%,2529294
4528,"TPTX","Turning Point Therapeutics, Inc.","Healthcare","Biotechnology","USA",1328.76,,28.35,-4.19%,323518
4529,"TPVG","TriplePoint Venture Growth BDC Corp.","Financial","Asset Management","USA",548.77,7.06,17.46,1.22%,100056
4530,"TPX","Tempur Sealy International, Inc.","Consumer Cyclical","Furnishings, Fixtures & Appliances","USA",5211.67,9.69,29.73,-3.06%,2692108
4531,"TPYP","Tortoise North American Pipeline Fund","Financial","Exchange Traded Fund","USA",,,26.68,2.73%,49392
4532,"TQQQ","ProShares UltraPro QQQ","Financial","Exchange Traded Fund","USA",,,56.93,-0.16%,99175060
4533,"TR","Tootsie Roll Industries, Inc.","Consumer Defensive","Confectioners","USA",2339.74,37.01,35.20,1.50%,68811
4534,"TRAQ","Trine II Acquisition Corp.","Financial","Shell Companies","USA",411.10,,9.93,0.10%,1121
4535,"TRDA","Entrada Therapeutics, Inc.","Healthcare","Biotechnology","USA",314.78,,10.24,1.09%,63868
4536,"TREE","LendingTree, Inc.","Financial","Mortgage Finance","USA",1406.24,21.53,115.55,-1.39%,92780
4537,"TREX","Trex Company, Inc.","Industrials","Building Products & Equipment","USA",7740.76,38.25,68.96,-1.49%,1252284
4538,"TRGP","Targa Resources Corp.","Energy","Oil & Gas Midstream","USA",16900.21,,75.65,3.80%,1848100
4539,"TRHC","Tabula Rasa HealthCare, Inc.","Healthcare","Health Information Services","USA",127.57,,5.48,-3.18%,421170
4540,"TRI","Thomson Reuters Corporation","Industrials","Consulting Services","Canada",50766.45,9.25,105.94,-0.13%,281772
4541,"TRIN","Trinity Capital Inc.","Financial","Asset Management","USA",504.89,4.18,19.73,1.81%,154215
4542,"TRIP","Tripadvisor, Inc.","Consumer Cyclical","Travel Services","USA",3578.28,,26.28,0.15%,1075633
4543,"TRMB","Trimble Inc.","Technology","Scientific & Technical Instruments","USA",17558.47,36.96,71.60,0.65%,795892
4544,"TRMD","TORM plc","Energy","Oil & Gas Midstream","United Kingdom",700.01,,8.67,0.00%,192759
4545,"TRMK","Trustmark Corporation","Financial","Banks - Regional","USA",1893.14,13.29,31.03,2.04%,178195
4546,"TRMR","Tremor International Ltd","Communication Services","Advertising Agencies","Israel",1226.59,16.93,15.88,6.79%,319963
4547,"TRN","Trinity Industries, Inc.","Industrials","Railroads","USA",2861.98,92.46,35.32,1.67%,580674
4548,"TRNO","Terreno Realty Corporation","Real Estate","REIT - Industrial","USA",5223.47,57.99,70.75,0.53%,416987
4549,"TROW","T. Rowe Price Group, Inc.","Financial","Asset Management","USA",34023.75,11.35,148.92,0.10%,973211
4550,"TROX","Tronox Holdings plc","Basic Materials","Chemicals","USA",3152.30,11.25,20.22,-1.32%,846815
4551,"TRP","TC Energy Corporation","Energy","Oil & Gas Midstream","Canada",56866.71,39.73,58.08,2.36%,1548410
4552,"TRQ","Turquoise Hill Resources Ltd.","Basic Materials","Copper","Canada",5734.55,11.59,30.22,0.03%,520672
4553,"TRS","TriMas Corporation","Industrials","Specialty Industrial Machinery","USA",1377.50,24.49,32.45,0.71%,69599
4554,"TRST","TrustCo Bank Corp NY","Financial","Banks - Regional","USA",628.53,10.21,32.60,0.77%,50923
4555,"TRT","Trio-Tech International","Technology","Semiconductor Equipment & Materials","USA",31.92,44.11,7.94,2.32%,120783
4556,"TRTN","Triton International Limited","Industrials","Rental & Leasing Services","Bermuda",4603.11,9.78,70.73,-1.26%,476774
4557,"TRTX","TPG RE Finance Trust, Inc.","Real Estate","REIT - Mortgage","USA",934.73,14.24,12.10,1.09%,449894
4558,"TRU","TransUnion","Industrials","Consulting Services","USA",19570.01,54.79,100.97,-1.22%,1722905
4559,"TRUP","Trupanion, Inc.","Financial","Insurance - Specialty","USA",3409.47,,89.02,-3.83%,315318
4560,"TRV","The Travelers Companies, Inc.","Financial","Insurance - Property & Casualty","USA",45523.74,12.92,187.75,1.92%,855570
4561,"TS","Tenaris S.A.","Energy","Oil & Gas Equipment & Services","Luxembourg",17926.67,16.79,31.29,2.96%,2496275
4562,"TSAT","Telesat Corporation","Technology","Communication Equipment","Canada",837.00,4.79,18.00,2.97%,118420
4563,"TSC","TriState Capital Holdings, Inc.","Financial","Banks - Regional","USA",1107.17,16.27,33.03,1.54%,102138
4564,"TSCO","Tractor Supply Company","Consumer Cyclical","Specialty Retail","USA",26080.70,26.97,232.20,-0.48%,649257
4565,"TSE","Trinseo PLC","Basic Materials","Specialty Chemicals","USA",1801.97,6.94,49.06,-0.06%,322497
4566,"TSEM","Tower Semiconductor Ltd.","Technology","Semiconductors","Israel",5270.53,35.79,48.86,0.21%,1101025
4567,"TSHA","Taysha Gene Therapies, Inc.","Healthcare","Biotechnology","USA",216.97,,5.92,-5.13%,187569
4568,"TSI","TCW Strategic Income Fund, Inc.","Financial","Closed-End Fund - Debt","USA",244.47,9.62,5.12,-0.22%,78621
