"No.","Ticker","Company","Sector","Industry","Country","Market Cap","P/E","Price","Change","Volume"
2825,"LRN","Stride, Inc.","Consumer Defensive","Education & Training Services","USA",1566.60,21.91,36.68,2.40%,409943
2826,"LSCC","Lattice Semiconductor Corporation","Technology","Semiconductors","USA",8323.46,92.05,62.32,-2.41%,825651
2827,"LSEA","Landsea Homes Corporation","Real Estate","Real Estate - Development","USA",406.40,7.85,8.92,3.36%,179905
2828,"LSI","Life Storage, Inc.","Real Estate","REIT - Industrial","USA",11189.35,43.11,136.14,0.98%,827627
2829,"LSPD","Lightspeed Commerce Inc.","Technology","Software - Application","Canada",5178.24,,29.00,-3.62%,1250241
2830,"LSTR","Landstar System, Inc.","Industrials","Integrated Freight & Logistics","USA",5734.96,15.42,154.00,0.73%,202075
2831,"LSXMA","The Liberty SiriusXM Group","Communication Services","Broadcasting","USA",31186.58,26.15,46.60,0.69%,585201
2832,"LSXMK","The Liberty SiriusXM Group","Communication Services","Broadcasting","USA",10456.93,,46.66,0.60%,411655
2833,"LTBR","Lightbridge Corporation","Industrials","Electrical Equipment & Parts","USA",70.58,,9.19,-2.96%,119212
2834,"LTC","LTC Properties, Inc.","Real Estate","REIT - Healthcare Facilities","USA",1481.25,26.40,37.33,0.62%,194728
2835,"LTH","Life Time Group Holdings, Inc.","Consumer Cyclical","Leisure","USA",2666.68,,14.47,0.98%,416449
2836,"LTHM","Livent Corporation","Basic Materials","Specialty Chemicals","USA",4091.12,,25.64,-0.27%,1063636
2837,"LTPZ","PIMCO 15+ Year U.S. TIPS Index ETF","Financial","Exchange Traded Fund","USA",,,81.77,-1.27%,58293
2838,"LTRN","Lantern Pharma Inc.","Healthcare","Biotechnology","USA",77.33,,7.14,2.29%,48489
2839,"LTRX","Lantronix, Inc.","Technology","Communication Equipment","USA",241.25,,6.67,-0.60%,51062
2840,"LU","Lufax Holding Ltd","Financial","Credit Services","China",13891.21,5.57,6.02,-8.09%,20512675
2841,"LULU","Lululemon Athletica Inc.","Consumer Cyclical","Apparel Retail","Canada",38678.10,48.20,321.14,1.07%,1321212
2842,"LUMN","Lumen Technologies, Inc.","Communication Services","Telecom Services","USA",11371.96,5.98,11.40,4.68%,10680590
2843,"LUNA","Luna Innovations Incorporated","Technology","Scientific & Technical Instruments","USA",230.10,,7.30,-3.95%,105730
2844,"LUNG","Pulmonx Corporation","Healthcare","Medical Devices","USA",881.89,,23.58,-3.12%,165268
2845,"LUV","Southwest Airlines Co.","Industrials","Airlines","USA",26008.46,27.69,44.38,1.05%,4415630
2846,"LVHD","Legg Mason Low Volatility High Dividend ETF","Financial","Exchange Traded Fund","USA",,,39.39,1.12%,21324
2847,"LVLU","Lulu's Fashion Lounge Holdings, Inc.","Consumer Cyclical","Apparel Retail","USA",198.78,40.82,5.47,-6.50%,111952
2848,"LVS","Las Vegas Sands Corp.","Consumer Cyclical","Resorts & Casinos","USA",28726.15,,39.20,-1.33%,4426114
2849,"LW","Lamb Weston Holdings, Inc.","Consumer Defensive","Packaged Foods","USA",8142.41,43.38,57.22,2.62%,1068882
2850,"LWLG","Lightwave Logic, Inc.","Basic Materials","Specialty Chemicals","USA",985.59,,9.25,1.43%,542819
2851,"LXFR","Luxfer Holdings PLC","Industrials","Specialty Industrial Machinery","United Kingdom",505.63,16.76,17.93,-0.66%,154465
2852,"LXP","LXP Industrial Trust","Real Estate","REIT - Diversified","USA",4453.16,12.65,15.71,1.29%,2271460
2853,"LXU","LSB Industries, Inc.","Basic Materials","Chemicals","USA",1962.66,,23.34,-4.85%,1102780
2854,"LYB","LyondellBasell Industries N.V.","Basic Materials","Specialty Chemicals","USA",35937.23,6.41,107.69,0.51%,1174837
2855,"LYEL","Lyell Immunopharma, Inc.","Healthcare","Biotechnology","USA",1298.05,,5.10,-0.39%,544729
2856,"LYFT","Lyft, Inc.","Technology","Software - Application","USA",12793.54,,37.51,-3.77%,3393637
2857,"LYLT","Loyalty Ventures Inc.","Technology","Software - Infrastructure","USA",435.07,252.14,17.65,-1.84%,194125
2858,"LYTS","LSI Industries Inc.","Technology","Electronic Components","USA",169.54,22.08,6.27,0.00%,14589
2859,"LYV","Live Nation Entertainment, Inc.","Communication Services","Entertainment","USA",25705.79,,116.30,-1.34%,1382055
2860,"LZ","LegalZoom.com, Inc.","Communication Services","Internet Content & Information","USA",2904.15,,14.15,-1.12%,801968
2861,"LZB","La-Z-Boy Incorporated","Consumer Cyclical","Furnishings, Fixtures & Appliances","USA",1188.52,9.57,27.64,0.91%,250192
2862,"M","Macy's, Inc.","Consumer Cyclical","Department Stores","USA",7577.55,5.69,26.19,-0.61%,8183759
2863,"MA","Mastercard Incorporated","Financial","Credit Services","USA",337603.55,39.84,349.02,-0.09%,2173673
2864,"MAA","Mid-America Apartment Communities, Inc.","Real Estate","REIT - Residential","USA",24133.80,44.86,206.36,0.57%,1261837
2865,"MAC","The Macerich Company","Real Estate","REIT - Retail","USA",3233.50,328.89,14.80,0.82%,1220662
2866,"MAG","MAG Silver Corp.","Basic Materials","Silver","Canada",1781.14,215.44,17.02,-0.29%,244980
2867,"MAIN","Main Street Capital Corporation","Financial","Asset Management","USA",3003.80,8.81,42.07,0.26%,247003
2868,"MAN","ManpowerGroup Inc.","Industrials","Staffing & Employment Services","USA",5057.72,13.66,94.29,0.07%,332661
2869,"MANH","Manhattan Associates, Inc.","Technology","Software - Application","USA",8393.58,79.83,137.15,-2.58%,316633
2870,"MANT","ManTech International Corporation","Technology","Software - Application","USA",3711.29,26.05,87.14,1.04%,128988
2871,"MANU","Manchester United plc","Consumer Cyclical","Leisure","United Kingdom",2259.44,,14.23,2.89%,2453991
2872,"MAPS","WM Technology, Inc.","Technology","Software - Application","USA",938.04,8.29,7.44,-4.00%,1443734
2873,"MAR","Marriott International, Inc.","Consumer Cyclical","Lodging","USA",55985.84,51.43,171.52,-0.27%,1427587
2874,"MARA","Marathon Digital Holdings, Inc.","Financial","Capital Markets","USA",2842.78,,28.89,-4.75%,12106342
2875,"MARPS","Marine Petroleum Trust","Energy","Oil & Gas Equipment & Services","USA",24.88,45.35,11.52,-4.48%,244256
2876,"MAS","Masco Corporation","Industrials","Building Products & Equipment","USA",12445.31,31.97,52.30,-1.17%,3510672
2877,"MASI","Masimo Corporation","Healthcare","Medical Instruments & Supplies","USA",8511.03,38.68,153.99,-1.74%,687190
2878,"MASS","908 Devices Inc.","Healthcare","Medical Devices","USA",583.60,,19.21,-4.76%,167750
2879,"MAT","Mattel, Inc.","Consumer Cyclical","Leisure","USA",7994.90,9.08,22.91,-1.38%,2379496
2880,"MATW","Matthews International Corporation","Industrials","Conglomerates","USA",1030.54,,32.54,-0.28%,106218
2881,"MATX","Matson, Inc.","Industrials","Marine Shipping","USA",4847.87,5.60,121.47,1.10%,211165
2882,"MAV","Pioneer Municipal High Income Advantage Fund, Inc.","Financial","Closed-End Fund - Debt","USA",232.93,16.94,9.74,-0.46%,81757
2883,"MAX","MediaAlpha, Inc.","Communication Services","Internet Content & Information","USA",938.80,,14.98,0.27%,116451
2884,"MAXN","Maxeon Solar Technologies, Ltd.","Technology","Solar","Singapore",563.90,,13.02,-4.96%,648472
2885,"MAXR","Maxar Technologies Inc.","Technology","Communication Equipment","USA",2728.82,111.01,38.63,0.03%,758996
2886,"MBB","iShares Trust - iShares MBS ETF","Financial","Exchange Traded Fund","USA",,,100.79,-0.84%,2785429
2887,"MBI","MBIA Inc.","Financial","Insurance - Specialty","USA",835.33,,14.89,5.30%,229800
2888,"MBIN","Merchants Bancorp","Financial","Banks - Regional","USA",1251.99,4.86,29.15,2.79%,69394
2889,"MBOT","Microbot Medical Inc.","Healthcare","Medical Instruments & Supplies","USA",38.61,,5.67,3.09%,19857
2890,"MBUU","Malibu Boats, Inc.","Consumer Cyclical","Recreational Vehicles","USA",1208.84,10.06,59.17,-0.34%,130992
2891,"MC","Moelis & Company","Financial","Capital Markets","USA",3039.62,8.66,46.23,0.00%,451795
2892,"MCA","BlackRock MuniYield California Quality Fund, Inc.","Financial","Closed-End Fund - Debt","USA",446.93,12.44,12.99,-0.46%,134625
2893,"MCAA","Mountain & Co. I Acquisition Corp.","Financial","Shell Companies","USA",232.07,,10.09,0.00%,0
2894,"MCB","Metropolitan Bank Holding Corp.","Financial","Banks - Regional","USA",1136.11,16.36,103.66,2.36%,62443
2895,"MCBC","Macatawa Bank Corporation","Financial","Banks - Regional","USA",314.51,10.83,9.18,0.55%,38329
2896,"MCD","McDonald's Corporation","Consumer Cyclical","Restaurants","USA",178544.53,24.07,241.58,0.55%,2134608
2897,"MCFT","MasterCraft Boat Holdings, Inc.","Consumer Cyclical","Recreational Vehicles","USA",440.23,7.79,24.58,0.49%,97282
2898,"MCG","Membership Collective Group Inc.","Consumer Cyclical","Lodging","United Kingdom",1668.77,,7.79,-2.63%,157410
2899,"MCHI","iShares MSCI China ETF","Financial","Exchange Traded Fund","USA",,,53.09,-2.01%,7742352
2900,"MCHP","Microchip Technology Incorporated","Technology","Semiconductors","USA",41862.39,40.42,77.16,-0.67%,3232647
2901,"MCK","McKesson Corporation","Healthcare","Medical Distribution","USA",45867.21,34.67,310.48,2.15%,1145159
2902,"MCN","Madison Covered Call & Equity Strategy Fund","Financial","Closed-End Fund - Equity","USA",165.57,3.89,7.90,0.89%,41982
2903,"MCO","Moody's Corporation","Financial","Financial Data & Stock Exchanges","USA",59531.46,28.06,330.51,0.31%,507554
2904,"MCR","MFS Charter Income Trust","Financial","Closed-End Fund - Debt","USA",315.70,9.13,7.11,-0.28%,104117
2905,"MCRB","Seres Therapeutics, Inc.","Healthcare","Biotechnology","USA",664.16,,7.17,-5.78%,464047
2906,"MCRI","Monarch Casino & Resort, Inc.","Consumer Cyclical","Resorts & Casinos","USA",1585.95,24.37,85.82,-0.31%,37525
2907,"MCS","The Marcus Corporation","Communication Services","Entertainment","USA",555.16,,17.48,0.87%,126140
2908,"MCW","Mister Car Wash, Inc.","Consumer Cyclical","Personal Services","USA",4677.91,,15.80,-0.32%,1599603
2909,"MCY","Mercury General Corporation","Financial","Insurance - Property & Casualty","USA",3018.92,12.31,55.13,1.55%,204917
2910,"MD","MEDNAX, Inc.","Healthcare","Medical Care Facilities","USA",2083.75,19.30,24.34,5.55%,766267
2911,"MDB","MongoDB, Inc.","Technology","Software - Infrastructure","USA",25357.20,,406.04,-3.40%,700634
2912,"MDC","M.D.C. Holdings, Inc.","Consumer Cyclical","Residential Construction","USA",2743.71,5.00,39.14,-1.76%,544902
2913,"MDGL","Madrigal Pharmaceuticals, Inc.","Healthcare","Biotechnology","USA",1609.56,,94.68,-1.33%,88695
2914,"MDIV","First Trust Multi-Asset Diversified Income Index Fund","Financial","Exchange Traded Fund","USA",,,16.74,0.30%,221523
2915,"MDLZ","Mondelez International, Inc.","Consumer Defensive","Confectioners","USA",86465.13,20.22,61.52,1.10%,6223092
2916,"MDRX","Allscripts Healthcare Solutions, Inc.","Healthcare","Health Information Services","USA",2594.23,21.21,21.76,0.69%,662945
2917,"MDT","Medtronic plc","Healthcare","Medical Devices","Ireland",144922.08,29.86,108.46,1.98%,5597121
2918,"MDU","MDU Resources Group, Inc.","Basic Materials","Building Materials","USA",5266.46,13.76,25.66,0.43%,1125650
2919,"MDY","SPDR S&P MIDCAP 400 ETF Trust","Financial","Exchange Traded Fund","USA",,,494.20,0.71%,1517757
2920,"MDYG","SPDR S&P 400 Mid Cap Growth ETF","Financial","Exchange Traded Fund","USA",,,74.56,0.34%,54239
2921,"MDYV","SPDR S&P 400 Mid Cap Value ETF","Financial","Exchange Traded Fund","USA",,,70.86,1.10%,615544
2922,"MEAR","iShares Short Maturity Municipal Bond ETF","Financial","Exchange Traded Fund","USA",,,49.76,-0.10%,46446
2923,"MEC","Mayville Engineering Company, Inc.","Industrials","Metal Fabrication","USA",201.48,,9.92,1.54%,50751
2924,"MED","Medifast, Inc.","Consumer Cyclical","Personal Services","USA",1916.18,12.34,171.24,-0.01%,91536
2925,"MEDP","Medpace Holdings, Inc.","Healthcare","Diagnostics & Research","USA",5253.64,32.91,158.29,-1.38%,128238
2926,"MEG","Montrose Environmental Group, Inc.","Industrials","Waste Management","USA",1397.45,,46.35,-1.70%,137524
2927,"MEGI","MainStay CBRE Global Infrastructure Megatrends Fund","Financial","Closed-End Fund - Equity","USA",,,17.94,-0.77%,67122
2928,"MEI","Methode Electronics, Inc.","Technology","Electronic Components","USA",1547.06,13.82,42.42,-0.31%,99875
2929,"MEKA","MELI Kaszek Pioneer Corp","Financial","Shell Companies","USA",431.87,,10.29,1.38%,69539
2930,"MELI","MercadoLibre, Inc.","Consumer Cyclical","Internet Retail","Uruguay",56998.54,693.01,1166.33,-5.67%,585210
2931,"MEOH","Methanex Corporation","Basic Materials","Chemicals","Canada",4093.11,8.91,56.48,1.77%,243987
2932,"MERC","Mercer International Inc.","Basic Materials","Paper & Paper Products","Canada",928.44,5.59,14.41,0.24%,388626
2933,"MET","MetLife, Inc.","Financial","Insurance - Life","USA",58578.99,9.75,71.29,1.57%,3246537
2934,"METC","Ramaco Resources, Inc.","Basic Materials","Coking Coal","USA",693.19,17.39,15.63,0.00%,1209223
2935,"METV","Roundhill Ball Metaverse ETF","Financial","Exchange Traded Fund","USA",,,11.95,-1.97%,409173
2936,"MFC","Manulife Financial Corporation","Financial","Insurance - Life","Canada",41150.25,7.53,21.13,1.34%,3368900
2937,"MFGP","Micro Focus International plc","Technology","Software - Infrastructure","United Kingdom",1767.16,,5.33,0.57%,361721
2938,"MFIN","Medallion Financial Corp.","Financial","Credit Services","USA",232.62,4.34,9.41,1.73%,262176
2939,"MFL","BlackRock MuniHoldings Investment Quality Fund","Financial","Closed-End Fund - Debt","USA",465.74,10.16,12.29,0.57%,232355
2940,"MFM","MFS Municipal Income Trust","Financial","Closed-End Fund - Debt","USA",249.18,10.32,6.05,-0.66%,94563
2941,"MG","Mistras Group, Inc.","Industrials","Security & Protection Services","USA",176.97,49.44,6.13,-3.01%,65859
2942,"MGA","Magna International Inc.","Consumer Cyclical","Auto Parts","Canada",18455.92,12.72,63.56,-0.49%,1104785
2943,"MGC","Vanguard Mega Cap Index Fund ETF Shares","Financial","Exchange Traded Fund","USA",,,159.18,0.39%,91102
2944,"MGEE","MGE Energy, Inc.","Utilities","Utilities - Diversified","USA",2803.24,26.85,78.50,1.95%,64379
2945,"MGI","MoneyGram International, Inc.","Financial","Credit Services","USA",961.69,,10.61,0.09%,1539015
2946,"MGK","Vanguard Mega Cap Growth Index Fund ETF Shares","Financial","Exchange Traded Fund","USA",,,233.39,0.01%,267759
2947,"MGM","MGM Resorts International","Consumer Cyclical","Resorts & Casinos","USA",18432.12,17.24,42.20,0.09%,2625363
2948,"MGNI","Magnite, Inc.","Communication Services","Advertising Agencies","USA",1709.10,,13.39,-1.33%,1624577
2949,"MGNX","MacroGenics, Inc.","Healthcare","Biotechnology","USA",515.26,,8.76,-4.58%,449106
2950,"MGP","MGM Growth Properties LLC","Real Estate","REIT - Diversified","USA",5971.21,27.43,37.64,0.88%,1587212
2951,"MGPI","MGP Ingredients, Inc.","Consumer Defensive","Packaged Foods","USA",1864.07,20.21,86.18,-1.74%,74617
2952,"MGRC","McGrath RentCorp","Industrials","Rental & Leasing Services","USA",2091.30,23.29,85.22,0.38%,49432
2953,"MGTX","MeiraGTx Holdings plc","Healthcare","Biotechnology","USA",601.28,,13.65,-0.73%,383091
2954,"MGV","Vanguard Mega Cap Value Index Fund ETF Shares","Financial","Exchange Traded Fund","USA",,,108.60,0.94%,313083
2955,"MGY","Magnolia Oil & Gas Corporation","Energy","Oil & Gas E&P","USA",5717.64,10.78,25.44,4.26%,1600674
2956,"MHD","BlackRock MuniHoldings Fund, Inc.","Financial","Closed-End Fund - Debt","USA",735.79,23.33,13.79,-0.93%,195495
2957,"MHI","Pioneer Municipal High Income Fund, Inc.","Financial","Closed-End Fund - Debt","USA",236.37,15.61,10.38,-0.29%,77004
2958,"MHK","Mohawk Industries, Inc.","Consumer Cyclical","Furnishings, Fixtures & Appliances","USA",8596.15,8.82,131.52,-2.60%,677819
2959,"MHN","BlackRock MuniHoldings New York Quality Fund, Inc.","Financial","Closed-End Fund - Debt","USA",392.57,13.47,12.61,-0.63%,68897
2960,"MHO","M/I Homes, Inc.","Consumer Cyclical","Residential Construction","USA",1294.20,3.45,45.91,-0.74%,300191
2961,"MHUA","Meihua International Medical Technologies Co., Ltd.","Healthcare","Medical Instruments & Supplies","China",,,8.55,4.40%,26454
2962,"MIDD","The Middleby Corporation","Industrials","Specialty Industrial Machinery","USA",9062.25,19.21,165.43,-2.18%,529064
2963,"MIDU","Direxion Daily Mid Cap Bull 3X Shares","Financial","Exchange Traded Fund","USA",,,58.32,2.10%,31005
2964,"MIGI","Mawson Infrastructure Group, Inc.","Technology","Information Technology Services","Australia",282.09,8.29,5.05,1.00%,176535
2965,"MIME","Mimecast Limited","Technology","Software - Infrastructure","United Kingdom",5355.43,115.28,79.54,0.05%,977380
2966,"MINT","PIMCO Enhanced Short Maturity Active ETF","Financial","Exchange Traded Fund","USA",,,100.18,-0.15%,1615341
2967,"MIR","Mirion Technologies, Inc.","Industrials","Specialty Industrial Machinery","USA",1679.98,,8.42,0.00%,761711
2968,"MIRM","Mirum Pharmaceuticals, Inc.","Healthcare","Biotechnology","USA",725.58,,22.71,-1.35%,112488
2969,"MIST","Milestone Pharmaceuticals Inc.","Healthcare","Biotechnology","Canada",184.95,,6.54,2.83%,27440
2970,"MITC","MeaTech 3D Ltd.","Consumer Defensive","Packaged Foods","Israel",82.46,,5.09,0.59%,21704
2971,"MITK","Mitek Systems, Inc.","Technology","Software - Application","USA",627.53,73.21,14.35,-1.37%,232482
2972,"MITT","AG Mortgage Investment Trust, Inc.","Real Estate","REIT - Mortgage","USA",229.07,1.68,9.45,2.27%,100948
2973,"MJ","ETFMG Alternative Harvest ETF","Financial","Exchange Traded Fund","USA",,,11.22,6.25%,7260726
2974,"MKC","McCormick & Company, Incorporated","Consumer Defensive","Packaged Foods","USA",26369.86,34.98,97.92,1.31%,1314593
2975,"MKL","Markel Corporation","Financial","Insurance - Property & Casualty","USA",20209.70,8.51,1502.58,-0.11%,83194
2976,"MKSI","MKS Instruments, Inc.","Technology","Scientific & Technical Instruments","USA",8511.87,15.71,155.61,0.56%,317668
2977,"MKTW","MarketWise, Inc.","Technology","Software - Application","USA",1703.57,,5.33,-6.16%,190152
2978,"MKTX","MarketAxess Holdings Inc.","Financial","Capital Markets","USA",13333.11,51.99,351.89,-0.48%,267872
2979,"MLAI","McLaren Technology Acquisition Corp.","Financial","Shell Companies","USA",199.84,,9.93,-0.20%,3
2980,"MLCO","Melco Resorts & Entertainment Limited","Consumer Cyclical","Resorts & Casinos","Hong Kong",3638.20,,8.06,-5.84%,2374848
2981,"MLI","Mueller Industries, Inc.","Industrials","Metal Fabrication","USA",3174.79,6.92,57.08,-0.83%,208865
2982,"MLKN","MillerKnoll, Inc.","Consumer Cyclical","Furnishings, Fixtures & Appliances","USA",2447.70,,32.16,0.34%,366417
2983,"MLM","Martin Marietta Materials, Inc.","Basic Materials","Building Materials","USA",24412.46,35.13,393.94,2.62%,422418
2984,"MLN","VanEck Vectors Long Muni ETF","Financial","Exchange Traded Fund","USA",,,19.31,-0.59%,43307
2985,"MLNK","MeridianLink, Inc.","Technology","Software - Application","USA",1483.86,,17.88,-4.54%,69942
2986,"MLPA","Global X MLP ETF","Financial","Exchange Traded Fund","USA",,,40.69,1.50%,141618
2987,"MLPX","Global X MLP & Energy Infrastructure ETF","Financial","Exchange Traded Fund","USA",,,43.47,2.79%,174510
2988,"MMC","Marsh & McLennan Companies, Inc.","Financial","Insurance Brokers","USA",82722.78,27.13,166.11,1.18%,1448359
2989,"MMD","MainStay MacKay DefinedTerm Municipal Opportunities Fund","Financial","Closed-End Fund - Debt","USA",513.19,7.42,18.47,-1.18%,75386
2990,"MMI","Marcus & Millichap, Inc.","Real Estate","Real Estate Services","USA",1950.41,13.94,49.39,2.32%,95573
2991,"MMIN","IQ MacKay Municipal Insured ETF","Financial","Exchange Traded Fund","USA",,,25.58,-0.41%,200778
2992,"MMIT","IQ MacKay Municipal Intermediate ETF","Financial","Exchange Traded Fund","USA",,,25.12,-0.20%,83671
2993,"MMM","3M Company","Industrials","Specialty Industrial Machinery","USA",85562.09,14.88,150.46,0.99%,2247662
2994,"MMP","Magellan Midstream Partners, L.P.","Energy","Oil & Gas Midstream","USA",10544.05,11.80,50.10,0.74%,880735
2995,"MMS","Maximus, Inc.","Industrials","Specialty Business Services","USA",4688.01,16.77,75.37,2.00%,316196
2996,"MMSI","Merit Medical Systems, Inc.","Healthcare","Medical Instruments & Supplies","USA",3492.99,74.08,62.52,0.32%,193127
2997,"MMT","MFS Multimarket Income Trust","Financial","Closed-End Fund - Debt","USA",313.60,11.99,5.19,-0.38%,102356
2998,"MMU","Western Asset Managed Municipals Fund Inc.","Financial","Closed-End Fund - Debt","USA",500.47,6.84,11.54,0.44%,152041
2999,"MMX","Maverix Metals Inc.","Basic Materials","Other Precious Metals & Mining","Canada",760.30,30.67,5.00,0.00%,161678
3000,"MMYT","MakeMyTrip Limited","Consumer Cyclical","Travel Services","India",2514.74,,25.75,-4.20%,138238
3001,"MNA","IQ Merger Arbitrage ETF","Financial","Exchange Traded Fund","USA",,,31.99,0.35%,45771
3002,"MNDT","Mandiant, Inc.","Technology","Software - Infrastructure","USA",5247.32,,22.39,0.77%,4397301
3003,"MNDY","monday.com Ltd.","Technology","Software - Application","Israel",5938.26,,150.45,-10.75%,994022
3004,"MNRL","Brigham Minerals, Inc.","Energy","Oil & Gas E&P","USA",1503.82,23.04,25.27,2.85%,710478
3005,"MNRO","Monro, Inc.","Consumer Cyclical","Auto Parts","USA",1550.82,23.34,44.12,1.66%,251318
3006,"MNSO","MINISO Group Holding Limited","Consumer Cyclical","Specialty Retail","China",2254.66,24.45,8.02,-4.07%,175404
3007,"MNST","Monster Beverage Corporation","Consumer Defensive","Beverages - Non-Alcoholic","USA",40466.75,30.60,78.70,0.18%,1706583
3008,"MNTK","Montauk Renewables, Inc.","Utilities","Utilities - Diversified","USA",1635.60,,11.49,-2.21%,223789
3009,"MNTV","Momentive Global Inc.","Technology","Software - Application","USA",2475.42,,16.71,-1.59%,1119571
3010,"MO","Altria Group, Inc.","Consumer Defensive","Tobacco","USA",97460.25,40.29,53.62,2.13%,7635848
3011,"MOAT","VanEck Vectors Morningstar Wide Moat ETF","Financial","Exchange Traded Fund","USA",,,74.75,0.31%,367272
3012,"MOD","Modine Manufacturing Company","Consumer Cyclical","Auto Parts","USA",469.95,7.76,9.12,-0.87%,152966
3013,"MODN","Model N, Inc.","Technology","Software - Application","USA",927.83,,26.07,-1.29%,88913
3014,"MODV","ModivCare Inc.","Healthcare","Medical Care Facilities","USA",1626.97,,112.05,-0.82%,35912
3015,"MOG-A","Moog Inc.","Industrials","Aerospace & Defense","USA",2866.82,17.54,90.01,1.88%,97803
3016,"MOH","Molina Healthcare, Inc.","Healthcare","Healthcare Plans","USA",19518.91,30.23,340.11,0.77%,217679
3017,"MOMO","Hello Group Inc.","Communication Services","Internet Content & Information","China",1312.00,5.10,7.12,-1.39%,3520702
3018,"MOO","VanEck Agribusiness ETF","Financial","Exchange Traded Fund","USA",,,106.80,1.31%,983552
3019,"MOON","Direxion Moonshot Innovators ETF","Financial","Exchange Traded Fund","USA",,,19.98,-3.10%,45919
3020,"MOR","MorphoSys AG","Healthcare","Biotechnology","Germany",957.15,,7.10,-2.34%,33000
3021,"MORF","Morphic Holding, Inc.","Healthcare","Biotechnology","USA",1462.06,,41.15,-3.90%,244355
3022,"MORN","Morningstar, Inc.","Financial","Financial Data & Stock Exchanges","USA",11239.08,60.22,267.98,-0.25%,105591
3023,"MORT","VanEck Vectors Mortgage REIT Income ETF","Financial","Exchange Traded Fund","USA",,,17.03,1.13%,76374
3024,"MOS","The Mosaic Company","Basic Materials","Agricultural Inputs","USA",25860.75,16.66,71.34,4.04%,8664266
3025,"MOTV","Motive Capital Corp.","Financial","Shell Companies","USA",1909.48,,10.11,0.00%,0
3026,"MOV","Movado Group, Inc.","Consumer Cyclical","Luxury Goods","USA",831.45,9.90,38.07,1.17%,181625
3027,"MP","MP Materials Corp.","Basic Materials","Other Industrial Metals & Mining","USA",9060.09,77.74,54.81,-2.99%,3770289
3028,"MPAA","Motorcar Parts of America, Inc.","Consumer Cyclical","Auto Parts","USA",335.31,41.26,17.95,3.04%,50659
3029,"MPC","Marathon Petroleum Corporation","Energy","Oil & Gas Refining & Marketing","USA",45245.41,39.29,82.23,1.03%,5186490
3030,"MPLX","MPLX LP","Energy","Oil & Gas Midstream","USA",34030.47,11.66,33.34,0.39%,1849283
3031,"MPW","Medical Properties Trust, Inc.","Real Estate","REIT - Healthcare Facilities","USA",12230.65,18.67,20.67,1.32%,2848880
3032,"MPWR","Monolithic Power Systems, Inc.","Technology","Semiconductors","USA",21951.28,97.31,491.52,-0.63%,347584
3033,"MQ","Marqeta, Inc.","Technology","Software - Infrastructure","USA",5605.54,,11.02,-8.93%,13737154
3034,"MQY","BlackRock MuniYield Quality Fund, Inc.","Financial","Closed-End Fund - Debt","USA",982.93,12.71,13.43,-1.32%,315253
3035,"MRAM","Everspin Technologies, Inc.","Technology","Semiconductors","USA",175.53,42.03,8.91,-3.36%,135443
3036,"MRC","MRC Global Inc.","Energy","Oil & Gas Equipment & Services","USA",1014.69,,11.74,2.26%,847964
3037,"MRCC","Monroe Capital Corporation","Financial","Mortgage Finance","USA",228.58,6.54,10.61,-0.47%,34571
3038,"MRCY","Mercury Systems, Inc.","Industrials","Aerospace & Defense","USA",3684.10,155.23,66.44,0.70%,366802
3039,"MRK","Merck & Co., Inc.","Healthcare","Drug Manufacturers - General","USA",205163.87,16.72,81.34,1.16%,7125291
3040,"MRNA","Moderna, Inc.","Healthcare","Biotechnology","USA",62882.02,5.87,165.92,-7.66%,8282966
3041,"MRNS","Marinus Pharmaceuticals, Inc.","Healthcare","Biotechnology","USA",318.01,,10.07,-1.95%,303676
3042,"MRO","Marathon Oil Corporation","Energy","Oil & Gas E&P","USA",19020.92,21.52,26.04,2.00%,22504889
3043,"MRTN","Marten Transport, Ltd.","Industrials","Trucking","USA",1581.91,18.53,18.97,0.00%,483369
3044,"MRTX","Mirati Therapeutics, Inc.","Healthcare","Biotechnology","USA",4307.26,,80.15,-2.47%,537334
3045,"MRUS","Merus N.V.","Healthcare","Biotechnology","Netherlands",1209.33,,26.97,0.15%,88177
3046,"MRVI","Maravai LifeSciences Holdings, Inc.","Healthcare","Biotechnology","USA",8981.34,23.50,36.40,-2.33%,1067072
3047,"MRVL","Marvell Technology, Inc.","Technology","Semiconductors","USA",61353.76,,74.37,0.83%,10989069
3048,"MS","Morgan Stanley","Financial","Capital Markets","USA",162890.88,11.50,92.38,0.27%,6591803
3049,"MSA","MSA Safety Incorporated","Industrials","Security & Protection Services","USA",5283.30,251.52,134.06,0.38%,69845
3050,"MSAC","Medicus Sciences Acquisition Corp.","Financial","Shell Companies","USA",113.64,,9.78,0.10%,1816
3051,"MSB","Mesabi Trust","Basic Materials","Steel","USA",353.11,6.78,26.06,-0.80%,97339
3052,"MSBI","Midland States Bancorp, Inc.","Financial","Banks - Regional","USA",664.34,8.40,30.02,1.25%,153552
3053,"MSCI","MSCI Inc.","Financial","Financial Data & Stock Exchanges","USA",38170.63,56.38,490.31,-1.09%,360223
3054,"MSD","Morgan Stanley Emerging Markets Debt Fund, Inc.","Financial","Closed-End Fund - Debt","USA",156.77,9.41,7.69,0.00%,166896
3055,"MSDA","MSD Acquisition Corp.","Financial","Shell Companies","USA",562.92,,9.79,0.00%,125200
